0,1,2,3,4,brand,model,trim,body_type,fuel_type,transmission_type,engine_capacity_cc,horsepower,exterior_color,interior_color,warranty,city,seller_type,price
-19.75296317362367,0.30411083616602624,-0.44524929880083036,,-7.819550526159508,Porsche,Carrera / 911,Turbo S,Coupe,Petrol,Automatic Transmission,,600 - 699 HP,Grey,Unknown,Yes,Dubai,Dealer,699000
0.48430620383180134,0.8929695209274947,-0.4719712869794648,1.0736986441446568,13.691026170191556,Honda,Odyssey,Touring,Van,Petrol,Automatic Transmission,2500 - 2999 cc,200 - 299 HP,White,Beige,No,Dubai,Owner,49000
-8.607706459410164,0.5905069962778812,,,6.937271312093907,Jeep,Wrangler Unlimited,Sahara Plus,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,200 - 299 HP,Silver,Black,No,Dubai,Owner,150000
-6.7376776574751105,2.0972227089450657,-0.53292086461688,2.1718265845998745,7.771555887082858,Audi,A4,Standard,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,White,Black,Does not apply,Sharjah,Dealer,28000
-19.454629061353618,2.2352329638300983,-0.6701552105734921,2.544759882193609,3.798203170076791,Audi,TT,Standard,Coupe,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Black,Unknown,Does not apply,Dubai,Owner,18999
-6.334137830942713,,-0.58182312914427,,,Ford,Focus,Ambiente,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,White,Black,No,Dubai,Dealer,27000
-7.790516923745603,0.7253317842038094,-0.5624529866155623,0.7201414738862447,11.06888846565297,BMW,X1,Xdrive20i,SUV,Petrol,Automatic Transmission,,,Grey,Black,Yes,Dubai,Dealer,77000
-21.80979247828421,0.8460766419057376,,1.2725834101268167,10.415922081106515,BMW,4-Series,420i,Sports Car,Petrol,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,Blue,Unknown,No,Dubai,Owner,69000
-8.861637634483937,2.065860871202553,,1.737436199085995,1.894401350707133,Iveco,Daily,Other,Van,Diesel,Manual Transmission,2500 - 2999 cc,100 - 199 HP,White,Unknown,Does not apply,Dubai,Owner,35000
0.028483818675589134,0.1743572449411943,-0.4150602212685532,0.30665286824000726,5.652906239564048,Land Rover,Defender,110 HSE,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,Black,Beige,Yes,Dubai,Dealer,436000
0.39188483260189155,0.33549180686699026,-0.3673702093159978,0.7231747233537609,-7.224537498356648,Lexus,LX570,Platinum,SUV,Petrol,Automatic Transmission,,300 - 399 HP,Black,Other Color,Yes,Dubai,Dealer,329900
-22.458809345275533,0.6186579736064525,-0.13382422943215838,1.2720901744486113,,Rolls-Royce,Dawn,Standard,Soft Top Convertible,Petrol,Automatic Transmission,4000+ cc,500 - 599 HP,White,Beige,Yes,Dubai,Dealer,889000
-23.024585312037654,0.3101239821811239,-0.3955604455995515,0.7845638020955535,-2.703067372491093,Aston Martin,Vantage,Standard,Coupe,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,White,Unknown,Yes,Dubai,Dealer,229000
,0.5354293939092867,-0.5149176025161,1.010118102387375,7.705509482882224,MINI,Cooper,Cooper S,Hatchback,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,Orange,Black,No,Dubai,Dealer,55900
-16.805645958609382,0.3632957710618419,-0.5074684853236839,0.3686931148922667,7.8507940653655215,Suzuki,Jimny,Other,SUV,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Grey,Unknown,Yes,Abu Dhabi,Dealer,68000
-7.854011262867962,1.0417996303617603,-0.5009136455970254,1.4240012595010352,11.848816722503546,Porsche,Macan,Macan S,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,White,Unknown,No,Dubai,Owner,109000
3.1241409513104665,0.33192620239034626,-0.6088074493462108,0.6955056761831975,10.063305234667702,Ford,Edge,Other,SUV,Petrol,Automatic Transmission,,,White,Beige,No,Dubai,Dealer,65500
-9.667300285773699,0.5381717776854509,,,13.85075996351731,Chevrolet,Captiva,Other,SUV,Petrol,Automatic Transmission,Unknown,Unknown,Black,Black,Yes,Dubai,Owner,68000
-4.200849286143477,0.182592203929033,-0.6093092582963807,0.3460461483297943,7.440397585133197,Jetour,Dashing,1.6T Luxury,SUV,Petrol,Automatic Transmission,,,Black,Black,No,Dubai,Dealer,78999
-4.262531765308538,0.646442940817059,-0.4470124799176665,1.9239238742472988,-7.290921915810074,Audi,Q7,Other,Crossover,Petrol,Automatic Transmission,,200 - 299 HP,White,Beige,No,Dubai,Owner,25000
-7.469420680156357,0.39342514429907105,-0.5800500249565337,0.6746880977306915,10.737378494053907,Mercedes-Benz,C-Class,C200,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,300 - 399 HP,Black,Unknown,Yes,Dubai,Dealer,220000
-17.172859910415482,0.31711216221148886,-0.5440140472303192,0.507705361061308,0.4396261676865558,Renault,Duster,PE,Van,Petrol,Manual Transmission,Unknown,Unknown,White,Black,Yes,Sharjah,Owner,36000
-0.795656925989352,0.25707934695623097,-0.48043294307382783,0.40221981485226543,7.606446550976612,BMW,X5,Xdrive 40i,SUV,Petrol,Automatic Transmission,,,Blue,Other Color,Yes,Dubai,Dealership/Certified Pre-Owned,410000
,0.5346404453463739,-0.5446020274119319,0.5682521733622051,8.257455516807958,Hyundai,Sonata,SE,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,Unknown,Black,Beige,No,Sharjah,Dealer,35000
-4.047821286967702,0.7711836488073801,-0.5001039270774885,1.7347442943074565,10.86094923399358,Volkswagen,Tiguan,SE,Crossover,Petrol,Automatic Transmission,,,White,Beige,No,Dubai,Dealer,32000
0.7439358400094944,0.44328672389319035,-0.47520937560757265,0.847727226631829,6.233529330207306,Mercedes-Benz,GT,S,Sedan,Petrol,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,Blue,Unknown,Yes,Dubai,Dealer,379000
-9.50706700864523,0.7757068929890727,-0.5285417729281882,0.7414853869557109,6.885224080343999,Renault,Captur,Other,SUV,Petrol,Automatic Transmission,1000 - 1499 cc,Unknown,White,Black,No,Dubai,Owner,20000
-7.758667032642031,0.3750311481313432,-0.5260017838258884,,-7.774212924192907,BMW,5-Series,520i,Sedan,Petrol,Automatic Transmission,,200 - 299 HP,White,Brown,Yes,Dubai,Owner,178000
-7.587581507195307,0.6812861844458423,-0.5009540130312283,0.6652306839747356,7.243167433869591,Lincoln,MKX,Select,SUV,Petrol,Automatic Transmission,2500 - 2999 cc,300 - 399 HP,White,Beige,Yes,Dubai,Owner,87000
1.0038262105508293,2.0615290173496894,-0.3420075131975274,2.4227981057662804,10.082421380940719,Mercedes-Benz,E-Class,E 63 AMG,Wagon,Petrol,Automatic Transmission,4000+ cc,500 - 599 HP,White,Black,No,Dubai,Owner,160000
-7.47645976250077,0.8940122014997945,-0.5767902644131309,1.7252540468128736,7.365099477249892,BMW,5-Series,528i,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Black,Brown,No,Dubai,Dealer,54500
-9.614585285869987,0.4944681447229396,-0.4438835275069936,0.7634831140949931,9.18063614755099,BMW,X6,Xdrive35i Executive,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,White,Unknown,Does not apply,Dubai,Dealer,189000
-7.709944179306641,0.2362294427641735,,0.5265212343694496,5.353331460732959,Audi,A4,Other,Sedan,Petrol,Automatic Transmission,,,Grey,Brown,No,Dubai,Dealer,150900
-8.878334733230643,0.2794874121781301,-0.5809202074704322,0.36023568606090695,8.480398154943225,Honda,City,EX,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Brown,Beige,Does not apply,Dubai,Owner,55500
-2.627049449876587,0.5875420265001366,-0.3279130422620597,0.6001767918014308,14.805070878219112,Cadillac,Escalade,Other,SUV,Petrol,Automatic Transmission,4000+ cc,,Silver,Beige,No,Dubai,Dealer,209900
-0.11969555465702353,0.8346201361946608,-0.5989644431395573,1.364593200126163,7.2439974387321815,Mercedes-Benz,GLC,GLC 300 4MATIC,SUV,Petrol,Automatic Transmission,,,Grey,Brown,No,Dubai,Dealer,94000
,0.16216338971415803,-0.28933920500218435,0.6627862629163567,-7.121082758076074,Chevrolet,Suburban,LS,SUV,Petrol,Automatic Transmission,,,Black,Unknown,No,Dubai,Dealer,169000
-5.942087291486729,0.34855317220042825,-0.48268914458321666,0.4659108546580856,2.9695885047954818,BMW,8-Series,840i,Sedan,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,White,Unknown,Yes,Dubai,Dealer,265000
-4.54277315372446,0.7687029659898247,-0.42963994316713455,0.9067141203230126,6.057112817962515,Porsche,Panamera,4S,Sedan,Petrol,Automatic Transmission,2500 - 2999 cc,400 - 499 HP,Blue,Unknown,No,Dubai,Dealer,220000
-3.2908353994808768,0.1661076936032077,-0.8317785245796303,0.48043639545262007,6.960690113042651,Tesla,Model 3,Long Range,Sedan,Electric,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,White,Black,Yes,Dubai,Dealer,243000
-20.287153105513205,0.3743830530637816,-0.4439822824882843,1.7164068478163297,-1.856461517894342,Porsche,Carrera / 911,Carrera,Coupe,Petrol,Automatic Transmission,2500 - 2999 cc,300 - 399 HP,Black,Black,Yes,Dubai,Dealership/Certified Pre-Owned,255000
-16.325400938022582,0.2193174631718428,-0.472777634820683,1.2327571601820202,-3.7579891648828863,Porsche,Carrera / 911,GT3,Coupe,Petrol,Automatic Transmission,,500 - 599 HP,Orange,Black,Yes,Dubai,Dealer,650000
-5.999518971291808,0.34308246357319383,-0.43371417175481564,0.4085659335380786,6.801515314922409,Mercedes-Benz,S-Class,S 500,Sedan,Petrol,Automatic Transmission,Unknown,400 - 499 HP,White,White,No,Dubai,Dealer,359000
-4.455119964138138,,-0.5953016571614563,0.7432737162000203,,Mitsubishi,L200,Double Cab GLX,Pick Up Truck,Petrol,Manual Transmission,2000 - 2499 cc,200 - 299 HP,White,Black,No,Dubai,Owner,44000
-7.781985913836125,,-0.5546624942264802,0.7024843374917349,6.843417987057215,Volkswagen,Arteon,Arteon Elegance,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Red,Beige,No,Abu Dhabi,Dealer,88500
-3.0643444327750267,0.15315731059907062,-0.564728241655923,0.4321328268678875,6.054257124755592,Toyota,Hilux,GR Sport,Pick Up Truck,Diesel,Automatic Transmission,2500 - 2999 cc,200 - 299 HP,White,Black,No,Dubai,Dealer,146000
0.031939507572814385,,-0.3924709551097111,0.9212680934332624,9.270660506295956,BMW,X4,M40i,SUV,Petrol,Automatic Transmission,,,Blue,Beige,No,Dubai,Dealer,140900
-5.309565312945392,0.3480821450751764,-0.501309750807364,0.48441449878766357,8.79810137168293,Mercedes-Benz,E-Class,E 200,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,White,Brown,No,Dubai,Dealer,210000
3.403988655487992,,-0.36701762608585403,0.40518686259029857,6.098972359816416,Land Rover,Range Rover,Autobiography,SUV,Petrol,Automatic Transmission,,500 - 599 HP,Silver,Unknown,Yes,Dubai,Dealer,829000
-7.946377040125562,0.18882291824037567,-0.28996789080681695,0.4592433765100497,-10.092490915729858,Land Rover,Range Rover,Autobiography,SUV,Petrol,Automatic Transmission,,500 - 599 HP,Black,Other Color,Yes,Dubai,Dealer,970000
-0.6661516131498297,0.2969041785409116,-0.3199914950934659,0.511438922129827,6.587661067867842,Mercedes-Benz,G-Class,G 63 AMG,SUV,Petrol,Automatic Transmission,4000+ cc,500 - 599 HP,Black,Unknown,Yes,Dubai,Owner,830000
-3.020371868935922,0.27184882812716016,-0.4521084195761073,0.7940408082634173,10.816059741820709,Maserati,Ghibli,Ghibli,Sedan,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,White,Tan,Yes,Dubai,Dealer,149000
-5.155458157507288,0.26409970571669844,-0.4604201906585037,0.4183967707590488,,Genesis,GV80,Royal,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,200 - 299 HP,Black,Beige,No,Dubai,Dealer,340000
1.7096217279050139,1.0515987331713226,-0.4564583832844998,1.697909205317976,8.853697436881873,BMW,X5,xDrive35i,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Black,Beige,Yes,Abu Dhabi,Dealer,55500
-2.0230676108136443,1.0379790334891013,-0.41531335840218275,1.2511177325153253,14.789250701036686,Nissan,Patrol,Super Safari,SUV,Petrol,Automatic Transmission,4000+ cc,300 - 399 HP,White,Black,No,Dubai,Dealer,122000
-19.795074648275392,0.17338567796713428,-0.4894664388017261,0.40205077735988026,-4.714434850760711,Toyota,Supra,Other,Coupe,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Yellow,Tan,Yes,Dubai,Dealer,229990
-4.543928068174244,0.19289221285784222,,0.4194091663310277,-8.181412669097684,Toyota,Fortuner,SR5,SUV,Petrol,Automatic Transmission,,,Black,Tan,Does not apply,Dubai,Dealer,122000
-10.25060015676441,,-0.6164703713862326,0.42774944265822934,6.108028557323965,Suzuki,Jimny,GLX AT,SUV,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Black,Black,No,Dubai,Dealer,80000
,1.2937006395715682,-0.550216037939614,1.058027790549577,18.368661867059632,Hyundai,H1,GL,Van,Petrol,Automatic Transmission,,100 - 199 HP,White,Unknown,No,Dubai,Dealer,53500
-7.431048793395688,1.8687577831887565,-0.4158085332244595,1.8081306717640706,-7.194255439937061,Audi,A8,L,Sedan,Petrol,Automatic Transmission,,300 - 399 HP,White,Brown,No,Dubai,Owner,20000
1.8817172932547512,0.4470441592671511,-0.47947360839485587,0.3827745800670351,11.849264766986146,Nissan,Patrol,LE Platinum + FES,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Black,Unknown,Does not apply,Ajman,Dealer,199000
-2.8053751338387425,0.4545206179838982,-0.3657158531620408,0.5015734559852048,8.592185531895586,Land Rover,Range Rover Sport,Supercharged Autobiography Ultimate Edition,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,Grey,Unknown,Yes,Dubai,Dealer,229000
0.289967332351047,2.3731858560003793,-0.5045387568149453,,10.969156254507336,Jeep,Grand Cherokee,Limited,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,Red,Black,No,Abu Dhabi,Owner,26000
0.6509699647151006,,-0.5167194005210264,1.9235926087096902,11.182922105701994,Nissan,Qashqai,SE,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,Brown,Unknown,Does not apply,Ras Al Khaimah,Owner,22500
-3.6927189154214632,0.6188494183631105,-0.4593140612879628,1.2384368507152568,10.206745536864712,Maserati,Ghibli,Ghibli S Q4,Sedan,Petrol,Automatic Transmission,,300 - 399 HP,Grey,Other Color,Does not apply,Dubai,Owner,89000
-8.35156861677873,0.8964650308989062,,0.5741315833391448,6.48065418713979,Nissan,Sunny,SV Comfort,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Brown,Beige,Does not apply,Sharjah,Owner,29500
,1.2962293369532434,-0.34715950854012995,1.3222807516515305,10.431889813330459,Land Rover,Range Rover,HSE,SUV,Petrol,Automatic Transmission,4000+ cc,,Grey,Beige,No,Dubai,Dealer,110000
-7.347453767980345,10.997936213530298,-0.5535989365468739,4.90328231945515,,Toyota,Camry,LE,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,White,Beige,Does not apply,Sharjah,Dealer,15499
-8.694981217545687,,-0.3403407100317967,0.6396823236502421,7.54609517721884,BMW,5-Series,m550i,Sedan,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Grey,Black,Does not apply,Dubai,Owner,145000
-3.7354124091418504,0.26100583306967584,-0.579380621565462,0.3818699803332147,9.186903974469415,Hyundai,Elantra,Other,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Brown,Beige,No,Dubai,Dealer,72000
-0.7713838064604914,0.17992692194992171,-0.5015329970737227,0.33304433198124606,4.506606537473083,Skoda,Karoq,Other,SUV,Petrol,Automatic Transmission,,100 - 199 HP,Orange,Black,Yes,Dubai,Dealership/Certified Pre-Owned,112000
-7.168242194424245,0.7044171579539059,-0.531651489336882,1.1854815425356249,10.902998611618269,Nissan,Sunny,SV,Sedan,Petrol,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,White,Beige,Does not apply,Dubai,Dealer,23900
-6.6849926844871455,2.4451730316679257,-0.6123758501142389,0.6740725781428919,-6.376432572741535,Ford,Ranger,Wildtrak,Utility Truck,Diesel,Automatic Transmission,,200 - 299 HP,Silver,Unknown,No,Abu Dhabi,Dealer,73000
-4.592933857784136,0.20931996462727254,-0.41852822765457004,0.39243613124610394,-8.684917041717696,Toyota,Camry,Other,Sedan,Petrol,Automatic Transmission,,,Black,Other Color,Does not apply,Dubai,Dealer,142000
-19.369892403346967,0.5268027238371497,-0.351222885488039,1.6187630623540512,-0.26824922254667793,Ferrari,California,F149,Hard Top Convertible,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Red,Tan,Yes,Dubai,Dealer,279000
-4.301885202883728,0.42824511762094997,-0.49768133774291595,,9.11659971146645,Jeep,Wrangler Unlimited,Rubicon,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,Green,Black,Yes,Dubai,Dealer,189990
-6.625857270677603,0.44911394573651175,-0.4536696136178425,0.7498031355385574,5.849241478690079,BMW,4-Series,440i,Sedan,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Blue,Unknown,No,Dubai,Dealer,114000
-6.810438387415981,2.069423184308617,-0.28248618862628294,3.1045234082600954,11.297983645487772,Land Rover,Range Rover Sport,HSE,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,White,Tan,No,Dubai,Owner,25000
-3.667130187188898,0.28698237484183275,-0.5340532340072499,0.7322880723021913,3.095842857040473,Honda,Civic,LX,Sedan,Diesel,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Black,Beige,Yes,Abu Dhabi,Owner,87500
